rank	gene	description	N	n	npat	nsite	nsil	n1	n2	n3	n4	n5	n6	p_classic	p_ns_s	p_clust	p_cons	p_joint	p	q
13255	C7orf34	chromosome 7 open reading frame 34	78169	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13256	C7orf36	chromosome 7 open reading frame 36	125797	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13257	C7orf41	chromosome 7 open reading frame 41	67771	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13258	C7orf42	chromosome 7 open reading frame 42	176265	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13259	C7orf44	chromosome 7 open reading frame 44	85131	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13260	C7orf45	chromosome 7 open reading frame 45	131047	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13261	C7orf46	chromosome 7 open reading frame 46	165016	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13262	C7orf47	chromosome 7 open reading frame 47	70896	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13263	C7orf51	chromosome 7 open reading frame 51	318295	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13264	C7orf52	chromosome 7 open reading frame 52	163833	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13265	C7orf53	chromosome 7 open reading frame 53	74986	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13266	C7orf55	chromosome 7 open reading frame 55	64526	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13267	C7orf57	chromosome 7 open reading frame 57	167351	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13268	C7orf58	chromosome 7 open reading frame 58	569388	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13269	C7orf59	[Not Available]	58126	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13270	C7orf60	chromosome 7 open reading frame 60	218865	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13271	C7orf61	chromosome 7 open reading frame 61	115992	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13272	C7orf63	chromosome 7 open reading frame 63	525701	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13273	C7orf64	[Not Available]	204324	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13274	C7orf68	[Not Available]	35951	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13275	C7orf70	[Not Available]	144770	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13276	C7orf71	chromosome 7 open reading frame 71	95493	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13277	C8G	complement component 8, gamma polypeptide	103697	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13278	C8orf22	chromosome 8 open reading frame 22	48362	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13279	C8orf33	chromosome 8 open reading frame 33	125652	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13280	C8orf37	chromosome 8 open reading frame 37	115617	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13281	C8orf38	chromosome 8 open reading frame 38	154658	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13282	C8orf4	chromosome 8 open reading frame 4	58256	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13283	C8orf40	chromosome 8 open reading frame 40	60676	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13284	C8orf41	chromosome 8 open reading frame 41	285023	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13285	C8orf42	chromosome 8 open reading frame 42	88860	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13286	C8orf44	chromosome 8 open reading frame 44	71495	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13287	C8orf45	chromosome 8 open reading frame 45	391336	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13288	C8orf47	chromosome 8 open reading frame 47	193641	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13289	C8orf59	chromosome 8 open reading frame 59	57096	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13290	C8orf73	chromosome 8 open reading frame 73	335778	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13291	C8orf79	chromosome 8 open reading frame 79	223981	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13292	C8orf80	chromosome 8 open reading frame 80	435955	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13293	C8orf83	[Not Available]	49902	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13294	C8orf84	[Not Available]	117203	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13295	C8orf85	[Not Available]	70037	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13296	C9orf100	chromosome 9 open reading frame 100	150600	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13297	C9orf102	chromosome 9 open reading frame 102	403136	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13298	C9orf103	chromosome 9 open reading frame 103	75395	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13299	C9orf106	chromosome 9 open reading frame 106	125121	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13300	C9orf11	chromosome 9 open reading frame 11	167094	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13301	C9orf114	chromosome 9 open reading frame 114	215270	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13302	C9orf119	chromosome 9 open reading frame 119	120787	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13303	C9orf123	chromosome 9 open reading frame 123	64180	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13304	C9orf125	chromosome 9 open reading frame 125	221053	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13305	C9orf128	chromosome 9 open reading frame 128	218375	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13306	C9orf129	chromosome 9 open reading frame 129	88833	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13307	C9orf139	chromosome 9 open reading frame 139	106282	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13308	C9orf140	chromosome 9 open reading frame 140	90860	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13309	C9orf144B	family with sequence similarity 205, member A	695329	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13310	C9orf150	chromosome 9 open reading frame 150	125501	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13311	C9orf153	chromosome 9 open reading frame 153	55490	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13312	C9orf16	chromosome 9 open reading frame 16	44943	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13313	C9orf163	chromosome 9 open reading frame 163	78564	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13314	C9orf169	chromosome 9 open reading frame 169	78840	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13315	C9orf170	chromosome 9 open reading frame 170	67969	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13316	C9orf171	chromosome 9 open reading frame 171	169182	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13317	C9orf172	chromosome 9 open reading frame 172	139634	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13318	C9orf173	chromosome 9 open reading frame 173	122367	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13319	C9orf21	chromosome 9 open reading frame 21	93423	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13320	C9orf23	chromosome 9 open reading frame 23	88007	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13321	C9orf25	chromosome 9 open reading frame 25	93500	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13322	C9orf30	chromosome 9 open reading frame 30	126163	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13323	C9orf37	chromosome 9 open reading frame 37	92821	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13324	C9orf4	chromosome 9 open reading frame 4	122429	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13325	C9orf46	chromosome 9 open reading frame 46	80083	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13326	C9orf47	chromosome 9 open reading frame 47	80859	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13327	C9orf5	chromosome 9 open reading frame 5	386458	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13328	C9orf57	chromosome 9 open reading frame 57	92150	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13329	C9orf6	chromosome 9 open reading frame 6	104479	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13330	C9orf66	chromosome 9 open reading frame 66	46543	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13331	C9orf68	chromosome 9 open reading frame 68	181513	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13332	C9orf69	chromosome 9 open reading frame 69	55160	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13333	C9orf7	chromosome 9 open reading frame 7	76882	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13334	C9orf71	chromosome 9 open reading frame 71	91829	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13335	C9orf72	chromosome 9 open reading frame 72	244664	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13336	C9orf78	chromosome 9 open reading frame 78	162482	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13337	C9orf79	chromosome 9 open reading frame 79	764667	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13338	C9orf80	chromosome 9 open reading frame 80	61142	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13339	C9orf82	chromosome 9 open reading frame 82	186786	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13340	C9orf86	chromosome 9 open reading frame 86	411504	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13341	C9orf93	chromosome 9 open reading frame 93	726420	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13342	C9orf95	chromosome 9 open reading frame 95	116216	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13343	C9orf96	chromosome 9 open reading frame 96	357125	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13344	C9orf98	chromosome 9 open reading frame 98	256072	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13345	CA12	carbonic anhydrase XII	200085	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13346	CA13	carbonic anhydrase XIII	149145	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13347	CA2	carbonic anhydrase II	143467	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13348	CA5B	carbonic anhydrase VB, mitochondrial	169151	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13349	CA8	carbonic anhydrase VIII	164239	0	0	0	3	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13350	CA9	carbonic anhydrase IX	241680	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13351	CAB39	calcium binding protein 39	186719	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13352	CABC1	chaperone, ABC1 activity of bc1 complex homolog (S. pombe)	351611	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13353	CABLES1	Cdk5 and Abl enzyme substrate 1	219193	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13354	CABLES2	Cdk5 and Abl enzyme substrate 2	216401	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13355	CABP1	calcium binding protein 1	123283	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13356	CABP2	calcium binding protein 2	108631	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13357	CABP7	calcium binding protein 7	98106	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13358	CACNB3	calcium channel, voltage-dependent, beta 3 subunit	271023	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13359	CACNB4	calcium channel, voltage-dependent, beta 4 subunit	301508	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13360	CACNG1	calcium channel, voltage-dependent, gamma subunit 1	123602	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13361	CACNG7	calcium channel, voltage-dependent, gamma subunit 7	151029	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13362	CADM4	cell adhesion molecule 4	206130	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13363	CALB2	calbindin 2, 29kDa (calretinin)	151661	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13364	CALCA	calcitonin-related polypeptide alpha	111303	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13365	CALCR	calcitonin receptor	283371	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13366	CALHM1	calcium homeostasis modulator 1	166163	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13367	CALHM2	calcium homeostasis modulator 2	165047	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13368	CALM1	calmodulin 1 (phosphorylase kinase, delta)	87670	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13369	CALM2	calmodulin 2 (phosphorylase kinase, delta)	87165	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13370	CALML3	calmodulin-like 3	81311	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13371	CALML4	calmodulin-like 4	112182	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13372	CALML6	calmodulin-like 6	104512	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13373	CALN1	calneuron 1	148540	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13374	CAMK2D	calcium/calmodulin-dependent protein kinase (CaM kinase) II delta	295137	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13375	CAMK2G	calcium/calmodulin-dependent protein kinase (CaM kinase) II gamma	313438	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13376	CAMK2N1	calcium/calmodulin-dependent protein kinase II inhibitor 1	16221	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13377	CAMK2N2	calcium/calmodulin-dependent protein kinase II inhibitor 2	45101	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13378	CAMK4	calcium/calmodulin-dependent protein kinase IV	238530	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13379	CAMKK1	calcium/calmodulin-dependent protein kinase kinase 1, alpha	307512	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13380	CAMLG	calcium modulating ligand	167199	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13381	CAMP	cathelicidin antimicrobial peptide	86780	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13382	CAMSAP1L1	calmodulin regulated spectrin-associated protein 1-like 1	781975	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13383	CANT1	calcium activated nucleotidase 1	206039	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13384	CAP1	CAP, adenylate cyclase-associated protein 1 (yeast)	271464	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13385	CAP2	CAP, adenylate cyclase-associated protein, 2 (yeast)	273164	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13386	CAPN10	calpain 10	345414	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13387	CAPS	calcyphosine	107210	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13388	CAPSL	calcyphosine-like	116493	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13389	CAPZA3	capping protein (actin filament) muscle Z-line, alpha 3	160878	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13390	CARD16	caspase recruitment domain family, member 16	116115	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13391	CARD17	caspase recruitment domain family, member 17	63675	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13392	CASC3	cancer susceptibility candidate 3	343251	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13393	CASKIN1	CASK interacting protein 1	359803	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13394	CASP10	caspase 10, apoptosis-related cysteine peptidase	306746	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13395	CASP3	caspase 3, apoptosis-related cysteine peptidase	152772	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13396	CASP4	caspase 4, apoptosis-related cysteine peptidase	196813	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13397	CASP8AP2	CASP8 associated protein 2	933237	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13398	CAT	catalase	297933	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13399	CATSPER4	cation channel, sperm associated 4	249575	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13400	CAV2	caveolin 2	95516	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13401	CAV3	caveolin 3	76009	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13402	CBARA1	calcium binding atopy-related autoantigen 1	263530	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13403	CBFB	core-binding factor, beta subunit	97266	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13404	CBLL1	Cas-Br-M (murine) ecotropic retroviral transforming sequence-like 1	267252	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13405	CBLN3	cerebellin 3 precursor	115935	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13406	CBR1	carbonyl reductase 1	138361	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13407	CBR3	carbonyl reductase 3	142147	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13408	CBR4	carbonyl reductase 4	130995	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13409	CBS	cystathionine-beta-synthase	284130	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13410	CBWD2	COBW domain containing 2	222876	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13411	CBWD3	COBW domain containing 3	166782	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13412	CBWD5	COBW domain containing 5	70154	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13413	CBWD6	COBW domain containing 6	112437	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13414	CBX1	chromobox homolog 1 (HP1 beta homolog Drosophila )	105712	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13415	CBX2	chromobox homolog 2 (Pc class homolog, Drosophila)	293341	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13416	CBX4	chromobox homolog 4 (Pc class homolog, Drosophila)	216384	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13417	CBX7	chromobox homolog 7	94131	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13418	CBY1	chibby homolog 1 (Drosophila)	73347	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13419	CC2D2B	coiled-coil and C2 domain containing 2B	227427	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13420	CCBL1	cysteine conjugate-beta lyase, cytoplasmic	234466	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13421	CCBP2	chemokine binding protein 2	190965	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13422	CCDC101	coiled-coil domain containing 101	168086	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13423	CCDC104	coiled-coil domain containing 104	197487	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13424	CCDC107	coiled-coil domain containing 107	126621	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13425	CCDC109A	coiled-coil domain containing 109A	176024	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13426	CCDC11	coiled-coil domain containing 11	284019	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13427	CCDC111	coiled-coil domain containing 111	305478	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13428	CCDC117	coiled-coil domain containing 117	126265	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13429	CCDC12	coiled-coil domain containing 12	98008	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13430	CCDC121	coiled-coil domain containing 121	245895	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13431	CCDC123	coiled-coil domain containing 123	439699	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13432	CCDC125	coiled-coil domain containing 125	287771	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13433	CCDC126	coiled-coil domain containing 126	78994	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13434	CCDC127	coiled-coil domain containing 127	144487	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13435	CCDC134	coiled-coil domain containing 134	131564	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13436	CCDC135	coiled-coil domain containing 135	465863	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13437	CCDC140	coiled-coil domain containing 140	81994	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13438	CCDC144B	coiled-coil domain containing 144B	219453	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13439	CCDC144NL	coiled-coil domain containing 144 family, N-terminal like	125198	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
